week,sales,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,oosInd,holInd,promoInd1,promoInd2,promoInd3,promoInd4,promoInd5,corrected_sales
2010-05-17,2987.19,74.24,2.826,210.2768443,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2987.19
2010-05-24,2853.52,80.94,2.759,210.5552301,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2853.52
2010-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2811.126447807328
2010-06-07,2226.68,90.3,2.627,211.1608049,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2226.68
2010-06-14,2458.88,86.18,2.637,211.1096543,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2458.88
2010-06-21,3089.53,87.01,2.653,210.9950134,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3089.53
2010-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2742.0066054502386
2010-07-05,2260.44,70.87,2.835,210.0011018,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2260.44
2010-07-12,2298.0,85.61,2.623,210.7577954,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2298.0
2010-07-19,2150.73,87.17,2.608,210.8921319,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2150.73
2010-07-26,2097.23,83.59,2.64,211.0264684,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2097.23
2010-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2269.8743088641513
2010-08-09,4178.0,77.70500000000001,2.6625,211.34981595,8.131,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4178.0
2010-08-16,2115.42,89.58,2.664,211.2596586,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2115.42
2010-08-23,1898.23,86.2,2.619,211.2241759,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1898.23
2010-08-30,2462.73,65.74,2.77,210.2831653,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2462.73
2010-09-06,2920.56,81.67,2.642,210.7657317,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2920.56
2010-09-13,1624.77,83.03,2.582,211.1806415,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1624.77
2010-09-20,1446.04,80.79,2.624,211.2552578,8.099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1446.04
2010-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1970.4046108160032
2010-10-04,2240.55,79.3,2.565,211.15321040000003,8.099,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,2240.55
2010-10-11,2633.24,57.480000000000004,2.7815000000000003,211.29806395000003,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2633.24
2010-10-18,1358.0,70.72,2.725,211.5187208,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1358.0
2010-10-25,1524.94,67.51,2.716,211.5661131,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1524.94
2010-11-01,2486.9,83.51,2.668,211.1120018,8.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2486.9
2010-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2039.864299441819
2010-11-15,1212.39,51.71,2.7710000000000004,211.5470304,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1212.39
2010-11-22,2498.71,62.96,2.735,211.4062867,8.163,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,2498.71
2010-11-29,2844.23,47.435,2.6075,210.96777225,8.324,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,2844.23
2010-12-06,1621.62,60.95,2.728,211.6608975,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1621.62
2010-12-13,938.32,48.63,2.869,211.0645458,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,938.32
2010-12-20,1546.01,51.29,2.886,211.0646599,8.163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1546.01
2010-12-27,1060.73,47.19,2.943,211.06477400000003,8.163,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1060.73
2011-01-03,4086.31,71.965,3.524,214.6627793,7.891500000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4086.31
2011-01-10,921.64,34.14,2.983,211.1176713,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,921.64
2011-01-17,1019.16,42.72,3.016,211.4864691,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1019.16
2011-01-24,912.67,44.04,3.01,211.8552668,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,912.67
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1335.3961653602246
2011-02-07,1906.56,70.33,3.3525,216.90494754999997,7.6465,11.735,0.0,2.35,0.0,628.595,0,0,1,0,1,0,1,1906.56
2011-02-14,1555.42,59.87,3.045,212.90331150000003,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1555.42
2011-02-21,1384.6,61.27,3.065,213.190421,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1384.6
2011-02-28,3312.95,83.82,3.699,214.92548650000003,7.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3312.95
2011-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2126.1694582428336
2011-03-14,2234.79,63.26,3.488,214.0156238,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2234.79
2011-03-21,2286.13,70.33,3.4730000000000003,214.2521573,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2286.13
2011-03-28,3095.0699999999997,47.925,3.1385,212.85079755,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3095.0699999999997
2011-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2517.737933719938
2011-04-11,3017.85,63.510000000000005,3.5374999999999996,216.2137118,7.686,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3017.85
2011-04-18,1907.37,70.79,3.807,215.1096657,7.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1907.37
2011-04-25,2318.92,70.19,3.81,215.27726830000003,7.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2318.92
2011-05-02,1545.88,94.22,3.684,215.1978515,7.852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1545.88
2011-05-09,2574.29,75.04,3.899,215.6124735,7.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2574.29
2011-05-16,2533.41,68.36,3.907,215.3834778,7.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2533.41
2011-05-23,2227.92,76.86,3.786,215.1544822,7.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2227.92
2011-05-30,1700.62,61.87,3.906,215.44487090000004,7.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1700.62
2011-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2097.2424931771784
2011-06-13,2233.09,87.54,3.637,214.6513538,7.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2233.09
2011-06-20,2320.23,85.72,3.594,214.7441108,7.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2320.23
2011-06-27,1044.58,44.24,2.9760000000000004,211.0648881,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1044.58
2011-07-04,793.0,71.64,3.285,216.6958311,7.441,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,793.0
2011-07-11,1431.12,91.05,3.575,215.0134426,7.852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1431.12
2011-07-18,1828.65,90.27,3.651,215.0749122,7.852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1828.65
2011-07-25,1758.0,91.56,3.682,215.1363819,7.852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1758.0
2011-08-01,5142.889999999999,78.89,3.551,214.82742455,7.891500000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1640.4118894558756
2011-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1640.4118894558756
2011-08-15,1503.45,90.11,3.554,215.3229307,7.852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1503.45
2011-08-22,1020.42,92.07,3.523,215.38689700000003,7.852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1020.42
2011-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1392.2558982951073
2011-09-05,1685.18,78.87,3.5460000000000003,215.5148295,7.852,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1685.18
2011-09-12,1627.1799999999998,61.03,3.3419999999999996,217.1497374,7.6465,0.75,0.0,1.705,0.0,887.39,0,0,1,0,1,0,1,1627.1799999999998
2011-09-19,790.54,75.68,3.467,216.0282356,7.852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,790.54
2011-09-26,1146.58,78.91,3.355,216.3620333,7.852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1146.58
2011-10-03,2269.18,84.71,3.648,214.6964908,7.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2269.18
2011-10-10,504.49,69.79,3.274,217.0048261,7.441,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,504.49
2011-10-17,976.8,65.16,3.353,217.1650042,7.441,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,976.8
2011-10-24,752.0,65.46,3.372,217.3251824,7.441,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,752.0
2011-10-31,3211.9700000000003,44.65,3.2405,213.17875125,8.027999999999999,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,3211.9700000000003
2011-11-07,1016.92,59.8,3.297,217.6455387,7.441,42.28,276.94,14.54,0.0,3508.88,0,0,1,1,1,0,1,1016.92
2011-11-14,679.66,61.9,3.3080000000000003,217.86702180000003,7.441,679.88,97.38,0.0,38.35,1143.98,0,0,1,1,0,1,1,679.66
2011-11-21,1140.04,56.43,3.236,218.1130269,7.441,19.97,0.0,0.0,0.0,477.74,0,1,1,0,0,0,1,1140.04
2011-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1190.9118227482159
2011-12-05,1468.26,92.32,3.638,215.2593211,7.852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1468.26
2011-12-12,828.08,50.56,3.159,218.82179280000003,7.441,0.0,0.0,11.1,0.0,602.44,0,0,0,0,1,0,1,828.08
2011-12-19,838.2,46.54,3.112,218.9995495,7.441,245.83,0.0,12.5,2.52,2951.23,0,0,1,0,1,1,1,838.2
2011-12-26,765.93,45.16,3.129,219.1773063,7.441,782.67,2027.77,0.0,35.28,239.99,0,1,1,1,0,1,1,765.93
2012-01-02,3397.27,79.24,3.5010000000000003,221.3852748,6.891,553.39,0.0,0.0,0.0,7048.24,0,0,1,0,0,0,1,3397.27
2012-01-09,753.82,45.0,3.261,219.53281980000003,7.057,157.23,452.88,51.64,0.0,916.52,0,0,1,1,1,0,1,753.82
2012-01-16,640.96,52.21,3.268,219.6258417,7.057,1084.35,3.47,36.96,0.0,344.93,0,0,1,1,1,0,1,640.96
2012-01-23,796.92,50.79,3.29,219.7188636,7.057,246.62,0.0,49.06,42.84,421.39,0,0,1,0,1,1,1,796.92
2012-01-30,1641.66,59.3,3.63,220.4866886,7.057,1080.76,0.02,1.39,63.5,1031.3,0,0,1,1,1,1,1,1641.66
2012-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1243.8495208653328
2012-02-13,983.68,45.03,3.51,220.0651993,7.057,95.88,745.13,11.88,0.0,2043.43,0,0,1,1,1,0,1,983.68
2012-02-20,1004.28,54.81,3.555,220.275944,7.057,1192.83,557.62,0.0,13.5,1342.2,0,0,1,1,0,1,1,1004.28
2012-02-27,1059.69,55.83,3.36,219.8118854,7.057,843.22,2.82,64.81,192.66,2393.21,0,0,1,1,1,1,1,1059.69
2012-03-05,1671.76,91.57,3.417,221.5869799,6.565,283.01,0.0,2.46,1.88,2833.5,0,0,1,0,1,1,1,1671.76
2012-03-12,1382.93,63.39,3.734,220.8498468,7.057,301.14,0.0,0.0,0.0,2536.55,0,0,1,0,0,0,1,1382.93
2012-03-19,1405.76,62.96,3.787,220.9244858,7.057,349.9,0.5,0.34,0.0,2099.05,0,0,1,1,1,0,1,1405.76
2012-03-26,2118.15,67.87,3.845,220.9991248,7.057,380.37,0.5,0.0,0.0,1080.75,0,0,1,1,0,0,1,2118.15
2012-04-02,2007.31,77.53,3.749,221.3095166,6.891,1136.36,0.0,19.09,14.33,2003.64,0,0,1,0,1,1,1,2007.31
2012-04-09,1553.72,69.03,3.891,221.1484028,6.891,48.96,856.15,12.0,0.0,699.85,0,0,1,1,1,0,1,1553.72
2012-04-16,1523.59,66.97,3.877,221.2021074,6.891,72.85,692.6,0.7,0.0,369.74,0,0,1,1,1,0,1,1523.59
2012-04-23,1941.97,69.21,3.814,221.255812,6.891,60.07,0.0,3.21,0.0,1112.14,0,0,1,0,1,0,1,1941.97
2012-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1738.2334736088833
2012-05-07,953.98,70.28,3.617,222.8159296,6.17,0.0,0.0,3.02,0.0,755.8,0,0,0,0,1,0,1,953.98
2012-05-14,2474.91,72.42,3.63,221.380331,6.891,57.13,0.0,0.0,0.0,857.91,0,0,1,0,0,0,1,2474.91
2012-05-21,2155.44,79.49,3.5610000000000004,221.3828029,6.891,175.64,0.0,0.0,0.0,2534.54,0,0,1,0,0,0,1,2155.44
2012-05-28,1160.8,48.1,3.157,219.355063,7.057,594.21,1905.66,91.16,4.92,855.1,0,0,1,1,1,1,1,1160.8
2012-06-04,5157.93,77.14,3.559,221.29763509999998,6.728,410.355,0.0,3.2199999999999998,1.48,2437.3599999999997,0,0,1,0,1,1,1,5157.93
2012-06-11,2127.22,81.51,3.393,221.4009901,6.891,370.16,0.0,3.01,10.16,1042.83,0,0,1,0,1,1,1,2127.22
2012-06-18,2262.77,81.78,3.346,221.4411622,6.891,292.53,0.0,0.0,0.0,3749.16,0,0,1,0,0,0,1,2262.77
2012-06-25,2289.14,88.05,3.286,221.48133430000004,6.891,57.9,0.0,0.0,0.0,1773.54,0,0,1,0,0,0,1,2289.14
2012-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2423.4572668792784
2012-07-09,3785.66,85.45500000000001,3.493,221.81822095,6.565,212.3,0.0,64.11,16.57,4767.325000000001,0,1,1,0,1,1,1,3785.66
2012-07-16,1766.9,84.25,3.3110000000000004,221.5701123,6.565,164.49,0.0,2.82,0.0,2012.83,0,0,1,0,1,0,1,1766.9
2012-07-23,1932.24,88.09,3.407,221.5785461,6.565,92.13,0.0,0.24,0.0,3727.76,0,0,1,0,1,0,1,1932.24
2012-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2303.600174416722
2012-08-06,1728.84,79.47,3.452,221.3877467,6.891,359.6,0.0,3.75,0.0,3721.71,0,0,1,0,1,0,1,1728.84
2012-08-13,1455.67,85.55,3.571,221.6751459,6.565,168.82,0.0,2.13,0.0,1321.3,0,0,1,0,1,0,1,1455.67
2012-08-20,1275.54,77.72,3.62,221.80835180000003,6.565,338.75,0.0,6.52,10.05,1731.98,0,0,1,0,1,1,1,1275.54
2012-08-27,1501.85,83.58,3.638,221.9415576,6.565,394.74,0.0,4.9,134.07,1892.82,0,0,1,0,1,1,1,1501.85
2012-09-03,1280.64,57.16,3.669,220.6974332,7.057,639.83,0.0,0.49,144.18,3286.61,0,0,1,0,1,1,1,1280.64
2012-09-10,1017.81,76.1,3.717,222.2174395,6.565,1085.92,0.0,29.23,0.0,2115.61,0,0,1,0,1,0,1,1017.81
2012-09-17,1082.61,71.54,3.721,222.4169362,6.565,1046.34,0.0,0.0,69.2,1258.49,0,0,1,0,0,1,1,1082.61
2012-09-24,943.42,80.38,3.666,222.6164329,6.565,212.08,0.0,0.0,0.0,1525.32,0,0,1,0,0,0,1,943.42
2012-10-01,1400.66,46.52,3.409,219.9049073,7.057,2098.64,4.0,52.55,0.0,1923.82,0,1,1,1,1,0,1,1400.66
2012-10-08,1761.96,89.57,3.494,221.5954138,6.565,971.97,0.0,1.03,52.96,2168.04,0,0,1,0,1,1,1,1761.96
2012-10-15,1410.51,68.52,3.594,223.0598077,6.17,37.11,0.0,0.15,0.0,1030.33,0,0,1,0,1,0,1,1410.51
2012-10-22,1400.31,70.5,3.506,223.0783366,6.17,150.46,1.75,0.0,0.0,367.83,0,0,1,1,0,0,1,1400.31
2012-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1409.1790468029217
2012-11-05,1717.52,74.14,3.688,221.3632212,6.891,701.89,0.0,2.28,0.0,1487.23,0,0,1,0,1,0,1,1717.52
2012-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1517.098380421899
2012-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1517.098380421899
2012-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1517.098380421899
2012-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1517.098380421899
2012-12-10,915.49,61.53,3.6010000000000004,223.01542630000003,6.17,15.88,0.0,5.2,0.0,3374.4,0,0,1,0,1,0,1,915.49
